"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","GENENAME"
"ENSCAFG00000018506",6285.54760010967,-1.02146460683645,0.37683990393964,-2.71060627114495,0.0067160323052842,0.0365637262515787,"ANGPTL4","angiopoietin like 4"
"ENSCAFG00000029892",57153.1477081397,-0.616433405619427,0.227432776666568,-2.71039827528096,0.00672024589760664,0.036575731632192,"RPL13A","ribosomal protein L13a"
"ENSCAFG00000005619",3881.43223191146,-0.645394820451421,0.238167969341682,-2.70983047063529,0.00673176061742643,0.0366274552148051,"ARHGEF17","Rho guanine nucleotide exchange factor 17"
"ENSCAFG00000047156",26.3414491078415,-1.58599699674689,0.585304587728171,-2.70969513993194,0.00673450765437925,0.0366314572562427,NA,NA
"ENSCAFG00000003313",7.58892358734782,4.40284305185104,1.62521428949104,2.70908462983664,0.0067469127434979,0.0366879749094775,"KIF12","kinesin family member 12"
"ENSCAFG00000011537",775.573821434539,0.625374896898082,0.230864575599399,2.70883870023978,0.00675191564135194,0.0367042196252717,"CLCN4","chloride voltage-gated channel 4"
"ENSCAFG00000014921",1726.6697995312,-0.434804684765217,0.160523904049755,-2.70866004249714,0.00675555213160601,0.0367078941123437,"RETREG3","reticulophagy regulator family member 3"
"ENSCAFG00000045786",837.748420057727,0.772802485386966,0.285313578987176,2.70860744914528,0.00675662297867092,0.0367078941123437,NA,NA
"ENSCAFG00000001774",6562.75106477574,0.718415005902325,0.265299216265979,2.70794243576683,0.0067701764044521,0.0367371702199125,"CUL7","cullin 7"
"ENSCAFG00000001927",27.4218109358404,-2.15833084423912,0.797008367463666,-2.70804038244618,0.00676817865123743,0.0367371702199125,"TMEM252","transmembrane protein 252"
"ENSCAFG00000008221",18797.6473967495,0.592837856630431,0.218929702436292,2.70789139177196,0.00677121772487723,0.0367371702199125,"ALDOA","aldolase, fructose-bisphosphate A"
"ENSCAFG00000013196",304.003768286822,-0.624093727370604,0.230470114392548,-2.70791607413192,0.00677071417567396,0.0367371702199125,"TM6SF1","transmembrane 6 superfamily member 1"
"ENSCAFG00000019501",1588.04743915515,0.468949456183315,0.173181587397685,2.70784823739053,0.00677209820593302,0.0367371702199125,"UQCR11","ubiquinol-cytochrome c reductase, complex III subunit XI"
"ENSCAFG00000048772",37.4279463092015,-1.10584480436301,0.408400070462832,-2.70774880893085,0.00677412724155332,0.0367372338284478,NA,NA
"ENSCAFG00000007456",1578.76172370025,-0.721908697659941,0.266636884397369,-2.70745999485983,0.00678002416637869,0.0367453020273148,"GLT8D2","glycosyltransferase 8 domain containing 2"
"ENSCAFG00000008559",260.313902883561,-0.409027374511308,0.151078110859991,-2.70739005262229,0.00678145292110251,0.0367453020273148,NA,NA
"ENSCAFG00000019762",3497.27214053078,0.620200328284882,0.229077720775461,2.70737951375374,0.00678166822875213,0.0367453020273148,"SURF4","surfeit 4"
"ENSCAFG00000005834",11.5339448145447,4.19074078153561,1.54811283668756,2.70699956890894,0.00678943455450145,0.036776440414047,"ZIC5","Zic family member 5"
"ENSCAFG00000019822",1578.30513136221,-0.519404432425914,0.191890885511843,-2.70676968862003,0.00679413734076433,0.0367909708928514,"CHMP1A","charged multivesicular body protein 1A"
"ENSCAFG00000049540",32.9717696096009,1.10182934921248,0.407103218981894,2.7065110218681,0.00679943252736747,0.0368086996896222,NA,NA
"ENSCAFG00000002669",1500.19405938028,-0.43252868201751,0.159858915994008,-2.70569007257451,0.00681626281477012,0.0368821220054467,"FBXO11","F-box protein 11"
"ENSCAFG00000012057",9548.8183206406,0.412845829457878,0.152586452968787,2.70565192011069,0.00681704588821776,0.0368821220054467,"EIF3A","eukaryotic translation initiation factor 3 subunit A"
"ENSCAFG00000044504",175.828232857657,-0.692383801139191,0.25592614969901,-2.70540467222084,0.00682212257285861,0.0368876704793136,NA,NA
"ENSCAFG00000046153",431.923918056152,0.614143117315505,0.227003189552771,2.70543827390908,0.00682143243762847,0.0368876704793136,NA,NA
"ENSCAFG00000005727",237.147106495409,-1.24568919628849,0.460485365752602,-2.7051656554874,0.00682703347822618,0.0369032670442199,"RARB","retinoic acid receptor beta"
"ENSCAFG00000000562",1574.81459404933,-0.574342378322556,0.212359226179931,-2.70457935195111,0.0068390932919166,0.0369574860353392,"CNKSR3","CNKSR family member 3"
"ENSCAFG00000019260",884.28280814654,-0.354314599799436,0.131024945859283,-2.70417665487884,0.00684738754682083,0.0369913303515735,"SMG6","SMG6 nonsense mediated mRNA decay factor"
"ENSCAFG00000017757",379.064290822154,-0.491005104248681,0.181616819259295,-2.70352220819192,0.0068608863092807,0.0370422770762855,"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D"
"ENSCAFG00000020369",494.239771946168,1.30996828975255,0.484527013969918,2.7036021769343,0.00685923557497511,0.0370422770762855,"SLC9A5","solute carrier family 9 member A5"
"ENSCAFG00000001333",2209.07210589264,0.460721486696567,0.170477991252251,2.70252765950798,0.00688144586972181,0.0371312624395567,"GFUS","GDP-L-fucose synthase"
"ENSCAFG00000004404",272.347685082288,-1.41138791940837,0.522230343608919,-2.70261568804075,0.00687962389154465,0.0371312624395567,"MYO7B","myosin VIIB"
"ENSCAFG00000001644",4419.84002659957,0.633682083734339,0.234490222319868,2.70238169193227,0.00688446800167978,0.037136565988919,"CALU","calumenin"
"ENSCAFG00000001892",1831.38513758137,0.673677933160102,0.249322418779327,2.70203512567543,0.00689164813215085,0.0371642890537753,"XPO5","exportin 5"
"ENSCAFG00000004250",1830.33649467275,0.507136432749119,0.187742751994058,2.70123041961784,0.00690834591693669,0.0371822155581821,"RAB10","RAB10, member RAS oncogene family"
"ENSCAFG00000012550",19.7172126719154,2.10365260212743,0.778708328635584,2.70146411020587,0.00690349305749973,0.0371822155581821,"SP5","Sp5 transcription factor"
"ENSCAFG00000013850",376.604114928829,0.647449268691078,0.239670538656367,2.70141366694792,0.00690454031172279,0.0371822155581821,"PRKRA","protein activator of interferon induced protein kinase EIF2AK2"
"ENSCAFG00000022733",112.80707699224,-1.10805600542952,0.410234331181906,-2.70103187667681,0.0069124713018275,0.0371822155581821,NA,NA
"ENSCAFG00000023568",46.5566620737612,1.99901931350168,0.740018845611123,2.70130865633679,0.00690672089847034,0.0371822155581821,"SH2D2A","SH2 domain containing 2A"
"ENSCAFG00000024041",1998.75193553055,-0.796052457468677,0.294646232281585,-2.70172284676599,0.0068981236616092,0.0371822155581821,NA,NA
"ENSCAFG00000024087",67.0042951816527,1.44493048548271,0.534978718284696,2.70091208509303,0.00691496143766291,0.0371822155581821,"CGAS","cyclic GMP-AMP synthase"
"ENSCAFG00000042575",22.0467464103251,1.42742649389738,0.528480343039443,2.70100205749912,0.00691309108477467,0.0371822155581821,NA,NA
"ENSCAFG00000045064",177.377148163094,-1.10576141197798,0.409293456525679,-2.70163471794619,0.00689995212170198,0.0371822155581821,NA,NA
"ENSCAFG00000048188",2702.00272378433,-0.364358901402302,0.134903199180238,-2.70089148082767,0.0069153898245875,0.0371822155581821,NA,NA
"ENSCAFG00000018071",239.350252781908,-0.673962649072039,0.249581300651789,-2.70037317424008,0.00692617387435009,0.0372214442557616,"ZNF317","zinc finger protein 317"
"ENSCAFG00000019268",561.049154208876,0.528544331642512,0.19573219532428,2.70034436985108,0.00692677363037593,0.0372214442557616,"SLX4","SLX4 structure-specific endonuclease subunit"
"ENSCAFG00000003991",305.313408570573,0.706568669762076,0.261704648187417,2.69987053976999,0.00693664627093145,0.0372343569472412,"ARHGAP42","Rho GTPase activating protein 42"
"ENSCAFG00000007448",177.140780848477,0.699292645372969,0.258998507770794,2.69998715974002,0.00693421522574486,0.0372343569472412,"EFNA5","ephrin A5"
"ENSCAFG00000007498",4330.62343318937,0.631409313743033,0.233857250395821,2.69997749770138,0.00693441661030284,0.0372343569472412,"EIF2S2","eukaryotic translation initiation factor 2 subunit beta"
"ENSCAFG00000048608",76.4280696878851,-8.02429639065247,2.97214155637371,-2.69983654494669,0.00693735506682717,0.0372343569472412,NA,NA
"ENSCAFG00000009462",1972.5479890537,-1.80234323765318,0.667957979629511,-2.6982883543855,0.00696970404292069,0.0373969594359542,"PRELP","proline and arginine rich end leucine rich repeat protein"
"ENSCAFG00000004124",11.8072345181631,1.66106487119771,0.615917382278725,2.69689558858078,0.00699892116088264,0.0375426666453119,NA,NA
"ENSCAFG00000016048",2648.18626504782,-0.376860466628586,0.139744844292685,-2.69677545913093,0.00700144635424732,0.0375451529909299,"PLEKHG3","pleckstrin homology and RhoGEF domain containing G3"
"ENSCAFG00000009255",595.991153007789,-1.5095234037593,0.559989641688851,-2.69562736768985,0.00702562123689531,0.0376636998366501,"PTPN22","protein tyrosine phosphatase non-receptor type 22"
"ENSCAFG00000009379",1008.05463868409,-0.912356257543719,0.338471153635995,-2.69552145801146,0.00702785510483022,0.0376645877910721,"CRY2","cryptochrome circadian regulator 2"
"ENSCAFG00000007551",168.503525970675,-1.49772871596292,0.555751645959615,-2.69496046813644,0.00703969825507762,0.037716959377234,"ESYT3","extended synaptotagmin 3"
"ENSCAFG00000010883",194.208786678673,-0.905428689290183,0.336003277475179,-2.69470195676013,0.00704516176122328,0.0377351296569521,"FMO5","flavin containing dimethylaniline monoxygenase 5"
"ENSCAFG00000002092",6.36179482262123,-3.91785394406265,1.45402725665242,-2.69448452643361,0.00704975998802939,0.0377375600064677,"ADGRF2","adhesion G protein-coupled receptor F2"
"ENSCAFG00000023111",4517.82649127954,0.506381630122863,0.187927414791161,2.69455965584155,0.00704817084314198,0.0377375600064677,"S100A10","S100 calcium binding protein A10"
"ENSCAFG00000016427",708.649005393613,0.491672749181452,0.182494302499071,2.69418136593035,0.00705617573888376,0.0377608041083785,"PHF8","PHD finger protein 8"
"ENSCAFG00000000423",294.420931965992,-0.531804756360436,0.197441957229871,-2.69347388884159,0.00707116839337266,0.0378299199799382,"RMND1","required for meiotic nuclear division 1 homolog"
"ENSCAFG00000006872",11.3178666062318,1.49445759961636,0.554979893836548,2.69281394914193,0.00708517942711011,0.0378937452414397,NA,NA
"ENSCAFG00000024209",256.324736782084,-1.72245037875776,0.639717782430896,-2.69251602200667,0.0070915128146683,0.0379164826388504,"OSCAR","osteoclast associated Ig-like receptor"
"ENSCAFG00000000007",557.167445128848,-0.473010136806486,0.175690151501496,-2.69229739267689,0.00709616370866587,0.0379302134718269,"ADNP2","ADNP homeobox 2"
"ENSCAFG00000013497",5657.29499117972,0.501553650489923,0.18631362484413,2.69198589694942,0.00710279487679362,0.0379473811639173,"HNRNPA3","heterogeneous nuclear ribonucleoprotein A3"
"ENSCAFG00000015493",471.984223076742,1.16669492907073,0.43340128753741,2.69195076853579,0.00710354304474187,0.0379473811639173,"NLRP1","NLR family pyrin domain containing 1"
"ENSCAFG00000000840",221.941098028895,-0.936371973059714,0.348075266297642,-2.69014222992511,0.00714215717460898,0.0381424704712036,"SLC22A4","solute carrier family 22 member 4"
"ENSCAFG00000002134",43.438729416139,2.05064135885263,0.762411519926533,2.68967782523831,0.00715210304140088,0.0381843882987251,"IL18RAP","interleukin 18 receptor accessory protein"
"ENSCAFG00000001050",1818.81011723627,-0.870859710230647,0.323831349457341,-2.68923843133157,0.00716152471255946,0.0381916365150148,"MTSS1","MTSS I-BAR domain containing 1"
"ENSCAFG00000011775",172.245433522044,-1.14025555859007,0.424039915210418,-2.68902883358102,0.00716602292027701,0.0381916365150148,"GPR146","G protein-coupled receptor 146"
"ENSCAFG00000011962",1004.87901531253,0.708335805468123,0.263400392922013,2.68919798338283,0.00716239257443684,0.0381916365150148,"RFC2","replication factor C subunit 2"
"ENSCAFG00000012554",2131.87693855748,-0.413323099114744,0.15368492115959,-2.68941868854876,0.0071576582136641,0.0381916365150148,"PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha"
"ENSCAFG00000013077",422.710370684261,-1.25953300039829,0.468397154484391,-2.68902786522001,0.00716604370829748,0.0381916365150148,"PIK3IP1","phosphoinositide-3-kinase interacting protein 1"
"ENSCAFG00000045845",196.763473117367,0.514331007582909,0.191253343779645,2.68926543933006,0.00716094527436547,0.0381916365150148,"LOC479138","signal recognition particle 19kDa pseudogene"
"ENSCAFG00000002078",2169.98015390191,-1.04362861320113,0.38820904790698,-2.68831604731479,0.00718133911338547,0.0382393658356473,NA,NA
"ENSCAFG00000006975",2058.19623188187,-0.509473515779103,0.1895003564026,-2.68850953871934,0.0071771785101397,0.0382393658356473,"PLK2","polo like kinase 2"
"ENSCAFG00000011144",182.231560860432,0.774032118195609,0.287934777966995,2.68822031037992,0.00718339852417491,0.0382393658356473,"UNG","uracil DNA glycosylase"
"ENSCAFG00000019396",601.196278152304,0.580954728406813,0.216109484128778,2.68824263196439,0.00718291831402092,0.0382393658356473,"ZMYND19","zinc finger MYND-type containing 19"
"ENSCAFG00000008573",26.331456183449,1.30796600391666,0.486592391807788,2.68801162109688,0.00718788950622743,0.0382409160963797,"SLA2","Src like adaptor 2"
"ENSCAFG00000019352",6.2622886162978,-3.09612389790899,1.15182323894146,-2.68801999580627,0.00718770923440962,0.0382409160963797,NA,NA
"ENSCAFG00000003649",2045.34285103751,0.500277527308278,0.186134041012847,2.68772721306657,0.00719401400916569,0.0382511501082968,"ALDH16A1","aldehyde dehydrogenase 16 family member A1"
"ENSCAFG00000011824",48.801932276951,1.05081507137559,0.390954186353458,2.68782150966802,0.00719198288728675,0.0382511501082968,"B3GNT5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"ENSCAFG00000020121",29.7972671341426,-2.11598466261398,0.787314316659864,-2.68759835536959,0.00719679039966382,0.0382547431314296,"ABCA4","ATP binding cassette subfamily A member 4"
"ENSCAFG00000014975",2950.45680237418,0.461415674797856,0.171726100597238,2.68692803943676,0.00721124866375576,0.0383204112680642,"EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"ENSCAFG00000008061",654.822820717341,-0.715801524514638,0.266477697621083,-2.68615922047056,0.00722786366521919,0.0383967947312534,"ARHGEF3","Rho guanine nucleotide exchange factor 3"
"ENSCAFG00000017303",45.7929603902714,-2.43399534284717,0.906155554855245,-2.68606789397874,0.00722983960976706,0.0383967947312534,"CD19","CD19 molecule"
"ENSCAFG00000003065",263.101921873033,-0.675946340930893,0.251662509802819,-2.68592386470479,0.007232956819518,0.0384021506239774,"SLC35A1","solute carrier family 35 member A1"
"ENSCAFG00000006766",3435.81307717065,-0.597376222982177,0.222419312668152,-2.68581093887948,0.00723540170428232,0.0384039348401881,"DLC1","DLC1 Rho GTPase activating protein"
"ENSCAFG00000014202",813.98247698548,-0.686312062156001,0.255570809638894,-2.685408647121,0.00724411749409652,0.0384389929152074,"SIK2","salt inducible kinase 2"
"ENSCAFG00000010913",1233.05912382229,0.98174261273324,0.36563403139921,2.68504167671785,0.00725207625081525,0.0384700147403427,"C18H11orf24","chromosome 18 C11orf24 homolog"
"ENSCAFG00000000967",396.237403322679,-0.883243987406648,0.329007257689085,-2.6845729593033,0.00726225308110291,0.0385127812638221,"ZHX2","zinc fingers and homeoboxes 2"
"ENSCAFG00000005575",1986.85016872173,-0.818117281547202,0.304843480107321,-2.68372897875061,0.00728060997277091,0.0385973863772068,"PLAT","plasminogen activator, tissue type"
"ENSCAFG00000011151",446.717817255558,0.557636643487193,0.207790788143001,2.68364468160846,0.00728244575213237,0.0385973863772068,"ZNF281","zinc finger protein 281"
"ENSCAFG00000008484",57.7518835302177,0.844897744821004,0.31484605097255,2.6835265750075,0.0072850185149642,0.0385997882385839,"MAP9","microtubule associated protein 9"
"ENSCAFG00000004362",20.5238127324103,-1.92970062958693,0.719294576686524,-2.68276821782283,0.0073015575494765,0.0386704085400922,"GPR17","G protein-coupled receptor 17"
"ENSCAFG00000006383",475.425067867917,0.73914546238258,0.275540807624851,2.68252629711722,0.00730684068894939,0.0386704085400922,"BRCA2","BRCA2 DNA repair associated"
"ENSCAFG00000008903",1989.81718025419,-0.538738806965021,0.20083194345574,-2.68253544578056,0.00730664083521437,0.0386704085400922,"ARFGAP2","ADP ribosylation factor GTPase activating protein 2"
"ENSCAFG00000018173",2333.31134100119,-1.06766842138028,0.3979996279463,-2.68258648102138,0.00730552605376376,0.0386704085400922,"LAMA3","laminin subunit alpha 3"
"ENSCAFG00000000618",405.388428708535,0.919664583947144,0.342896386878989,2.68204804465234,0.00731729500837437,0.0387015175174563,"ZDHHC14","zinc finger DHHC-type palmitoyltransferase 14"
"ENSCAFG00000030873",867.851049323926,-0.442509205911395,0.164994351094473,-2.68196579444118,0.00731909430180218,0.0387015175174563,NA,NA
"ENSCAFG00000034213",11.1207333650924,2.6738788439612,0.996969977530758,2.68200538052682,0.00731822827291524,0.0387015175174563,NA,NA
"ENSCAFG00000018555",89.1407188680641,0.880187193145143,0.32820116254894,2.68185275856204,0.00732156770558022,0.0387033583414576,NA,NA
"ENSCAFG00000008749",1902.23299622643,-1.8108175187381,0.675566236838562,-2.68044407786298,0.00735245483611909,0.0388553554905876,"ATP6V0D2","ATPase H+ transporting V0 subunit d2"
"ENSCAFG00000014357",531.065060411577,-0.469292341129262,0.175150182472758,-2.6793711231346,0.00737605911774479,0.038968788103641,"TADA2B","transcriptional adaptor 2B"
"ENSCAFG00000030756",12.322659597448,1.69940890981134,0.63444378496715,2.67858075069539,0.00739349023660736,0.0390495506667218,"PRSS54","serine protease 54"
"ENSCAFG00000004436",537.354100916564,-0.586588628001853,0.219024253062156,-2.67819029080485,0.00740211518896033,0.0390837691232695,"RB1","RB transcriptional corepressor 1"
"ENSCAFG00000017943",9751.78087979438,0.905063983453462,0.337951985446924,2.67808452806265,0.00740445295774257,0.0390847805256377,"ANXA6","annexin A6"
"ENSCAFG00000000367",139.814353710202,-1.44254820474472,0.538743686863821,-2.67761505130985,0.00741483822029191,0.0391282581366955,"ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"ENSCAFG00000000874",13556.2464736229,1.64815734609499,0.615735931255337,2.67672757497649,0.0074345057214114,0.0392206789376081,"THBS2","thrombospondin 2"
"ENSCAFG00000014103",879.809447472228,-0.606734219622729,0.226766607907178,-2.67558890271482,0.00745980853757737,0.0393427666602437,"SESTD1","SEC14 and spectrin domain containing 1"
"ENSCAFG00000011522",2703.69877203314,-0.611798459760315,0.228678316039623,-2.67536717234838,0.0074647446564713,0.0393574015457437,NA,NA
"ENSCAFG00000045051",17.8829523203711,1.29298365910383,0.483349915335177,2.67504683063245,0.00747188121535824,0.0393836262844831,"LOC478743","histone H2B type 1-C/E/F/G/I"
"ENSCAFG00000013086",341.835125739136,-0.910951222662104,0.340561159575845,-2.67485353819166,0.00747619033529287,0.0393949369780146,"LOC609484","nitric oxide synthase 1 adaptor protein"
"ENSCAFG00000004929",190.300640309596,-0.84305421407387,0.315346024210618,-2.6734258539781,0.00750808716402746,0.0395416040314482,"TMEM40","transmembrane protein 40"
"ENSCAFG00000005343",40.1958281185399,1.88972019762239,0.706856718407021,2.67341336428276,0.00750836674212003,0.0395416040314482,"KLHL40","kelch like family member 40"
"ENSCAFG00000047572",11.7903846410786,-2.86348844430465,1.0713589459741,-2.67276290086055,0.00752294008077136,0.0396068984709243,NA,NA
"ENSCAFG00000009506",3219.07315723917,-2.76872039307827,1.03611865560745,-2.67220397788808,0.00753548275199659,0.0396500076268737,"ABI3BP","ABI family member 3 binding protein"
"ENSCAFG00000029506",1523.00600620391,0.872229245634315,0.326404966757214,2.67223031040179,0.00753489140904929,0.0396500076268737,"GLO1","glyoxalase I"
"ENSCAFG00000009486",332.451001164054,1.39768977319407,0.523112194802883,2.67187381039883,0.00754290077676648,0.0396775754031468,"RPGRIP1L","RPGRIP1 like"
"ENSCAFG00000019220",1672.01101484121,0.455930333578858,0.170648509763981,2.67175104083499,0.00754566076651613,0.0396806318853668,"PAM16","presequence translocase associated motor 16"
"ENSCAFG00000003001",249.992849369153,-0.882506375903645,0.330413856907093,-2.67091212264682,0.00756454478172536,0.039768454105081,"JAZF1","JAZF zinc finger 1"
"ENSCAFG00000017833",12.327908705718,-4.53985965617077,1.69981389606695,-2.67079806011421,0.00756711559428703,0.0397704883369585,"CCDC33","coiled-coil domain containing 33"
"ENSCAFG00000013867",78.5499266394305,-1.44506789486287,0.541128587821469,-2.67047043417272,0.00757450418909488,0.0397978349069841,NA,NA
"ENSCAFG00000018478",1001.26644232332,-1.48290108129324,0.555322434189561,-2.6703424713201,0.00757739175340642,0.0398015232827471,"MYOM1","myomesin 1"
"ENSCAFG00000008140",26.3799831108306,-2.07582787270917,0.777416235148006,-2.67016275047816,0.00758144893653258,0.0398113513792372,"ERC2","ELKS/RAB6-interacting/CAST family member 2"
"ENSCAFG00000008719",1521.14130845233,-0.533392126562874,0.199830195781855,-2.66922686271675,0.00760260801905607,0.039910952618919,"RAPGEF2","Rap guanine nucleotide exchange factor 2"
"ENSCAFG00000019620",2263.68093291079,0.561183109035413,0.210254909076846,2.66906067258723,0.00760637087007454,0.0399191988227457,"DKC1","dyskerin pseudouridine synthase 1"
"ENSCAFG00000001811",1753.89196598621,-0.674797602963781,0.252851117251233,-2.66875468180471,0.00761330343286292,0.0399440705317968,"ZFAND5","zinc finger AN1-type containing 5"
"ENSCAFG00000031036",85.1339502464508,0.979416277175881,0.367086358960763,2.66808137449904,0.00762857790920601,0.040012682115366,"E2F3","E2F transcription factor 3"
"ENSCAFG00000013981",146.215354248124,0.61632046362292,0.231106839133179,2.66682053172713,0.00765725496638779,0.0401515318724124,"RALGPS2","Ral GEF with PH domain and SH3 binding motif 2"
"ENSCAFG00000003165",192.300239378574,-0.518358260942364,0.194401294810142,-2.66643419967243,0.00766606115897084,0.0401861369504945,"BPGM","bisphosphoglycerate mutase"
"ENSCAFG00000012015",2925.9022430722,0.317125753290532,0.11895995998605,2.66581926664838,0.0076800968889927,0.0402481278979701,"MCM3AP","minichromosome maintenance complex component 3 associated protein"
"ENSCAFG00000013755",33.5521392916442,-1.23635744974004,0.463994387465327,-2.66459570016335,0.00770809308893786,0.0403832230272288,NA,NA
"ENSCAFG00000009768",564.947168664801,0.509821026182189,0.191350657854654,2.66432857821392,0.00771421720673833,0.0404036840816542,"ACOT8","acyl-CoA thioesterase 8"
"ENSCAFG00000018529",760.199935920265,-0.71761141255526,0.269389547893755,-2.66384281857246,0.00772536505323313,0.040450437890865,"ZNF414","zinc finger protein 414"
"ENSCAFG00000010135",72.4341046775939,-3.14242060671841,1.17974552329966,-2.66364274723357,0.00772996074755498,0.0404585947344917,"LUZP2","leucine zipper protein 2"
"ENSCAFG00000018991",1704.53597053813,0.455561324067969,0.171033366099032,2.66358158328118,0.00773136618944765,0.0404585947344917,"DPP9","dipeptidyl peptidase 9"
"ENSCAFG00000004429",162.641908052461,-0.598157512183472,0.224588560414147,-2.66334808451711,0.00773673369338602,0.0404750523672085,"ZNF398","zinc finger protein 398"
"ENSCAFG00000016246",613.530965796372,-0.566694777328924,0.212864389840765,-2.66223381822034,0.00776239367325291,0.0405976310119497,NA,NA
"ENSCAFG00000036179",118.07563911545,-1.00799120918948,0.378648002525038,-2.66207982735317,0.0077659458567193,0.0406045478026745,"CELF4","CUGBP Elav-like family member 4"
"ENSCAFG00000009608",159.252502753377,0.691084892678404,0.25962564724126,2.66185140035955,0.00777121777793113,0.0406204497571481,"CEP97","centrosomal protein 97"
"ENSCAFG00000007282",289.940663936928,0.463992650560393,0.174332901006162,2.66153232053423,0.00777858726569411,0.040647303499442,"NUP37","nucleoporin 37"
"ENSCAFG00000018303",1505.6197139301,-0.573179279819474,0.215374610241919,-2.66131313795833,0.00778365314764989,0.0406621077085061,"AFAP1L1","actin filament associated protein 1 like 1"
"ENSCAFG00000006354",20.7570781002306,-1.55443172995939,0.584112838907507,-2.66118398093545,0.00778663968786808,0.0406660439792847,"CDKL4","cyclin dependent kinase like 4"
"ENSCAFG00000010485",743.310850858442,-0.453528675003031,0.170435611440251,-2.6609971423843,0.00779096183391326,0.0406692241371246,"SPPL3","signal peptide peptidase like 3"
"ENSCAFG00000020273",571.133773556188,0.596056551964679,0.224000181718558,2.66096459115192,0.00779171506311722,0.0406692241371246,"ZNHIT6","zinc finger HIT-type containing 6"
"ENSCAFG00000006789",2878.1847406844,0.365772164126868,0.137479365752662,2.6605604566501,0.00780107209217999,0.0406913560971666,"NSFL1C","NSFL1 cofactor"
"ENSCAFG00000016764",515.064036764536,0.856530383156454,0.321925086077253,2.66065125148684,0.00779896901979913,0.0406913560971666,"SLC49A3","solute carrier family 49 member 3"
"ENSCAFG00000024687",160.746627665309,-1.03677369880442,0.389692473138248,-2.66049197834163,0.00780265858499291,0.0406913560971666,NA,NA
"ENSCAFG00000005960",101.62653632796,-1.14074102548345,0.428914540381886,-2.65959979922291,0.00782335485936023,0.0407831773076545,"LRRN1","leucine rich repeat neuronal 1"
"ENSCAFG00000007665",1095.328040726,0.338289143003891,0.127198367625054,2.65953997146469,0.00782474446834027,0.0407831773076545,"ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4"
"ENSCAFG00000032243",124.026307807188,1.35475138738229,0.509444553355537,2.6592715114118,0.00783098266622969,0.0408040129713044,"DIO2","iodothyronine deiodinase 2"
"ENSCAFG00000032267",31.8073808812682,2.9545311086135,1.11114682249714,2.6589925370741,0.00783746990449926,0.0408261339905138,"WNT2","Wnt family member 2"
"ENSCAFG00000011898",950.884143845252,0.766053365049365,0.28817888413418,2.65825640678336,0.0078546109150751,0.04090372301242,"SLC19A1","solute carrier family 19 member 1"
"ENSCAFG00000019141",2637.5408557811,0.54288935429457,0.204255988024322,2.6578870932779,0.00786322313278748,0.0409368657722107,NA,NA
"ENSCAFG00000006996",555.235161901427,-0.354359486376798,0.133388489958713,-2.65659718080984,0.00789336969280161,0.0410820678695656,"CCDC92","coiled-coil domain containing 92"
"ENSCAFG00000005907",568.838409934806,0.539043035778295,0.20291865231219,2.65644892490701,0.00789684120795235,0.0410883929251486,"ZMAT2","zinc finger matrin-type 2"
"ENSCAFG00000017567",520.987484993707,0.504190270536513,0.189849758458059,2.65573301031035,0.00791362410011636,0.0411639555804682,"SMAD2","SMAD family member 2"
"ENSCAFG00000005037",98.4212077643987,-1.26453767276418,0.476234146626305,-2.65528560209784,0.00792412872121659,0.0412038316382187,"KLF5","Kruppel like factor 5"
"ENSCAFG00000017514",39.8823206391001,-1.07683268020815,0.405554035947318,-2.65521381803739,0.0079258152890385,0.0412038316382187,"PCDH19","protocadherin 19"
"ENSCAFG00000005523",600.556401468294,-0.663700454949239,0.249977906216941,-2.65503645899511,0.00792998372155621,0.0412137367446519,"MBNL2","muscleblind like splicing regulator 2"
"ENSCAFG00000032120",12415.3209592734,0.945978065553527,0.356461191128736,2.6538038055646,0.00795900880191538,0.0413527843913498,"C1QTNF6","C1q and TNF related 6"
"ENSCAFG00000004253",1491.63824870089,0.709105580383756,0.267229879663548,2.65354151742517,0.007965197118149,0.0413613358193931,"UGGT1","UDP-glucose glycoprotein glucosyltransferase 1"
"ENSCAFG00000023864",31.5850449247188,-1.26572874792892,0.47698169562895,-2.65362121760233,0.00796331625005841,0.0413613358193931,NA,NA
"ENSCAFG00000014874",530.959354622736,0.734259058956704,0.276745824721194,2.6531892927253,0.00797351413813571,0.041392721199997,"CHCHD1","coiled-coil-helix-coiled-coil-helix domain containing 1"
"ENSCAFG00000028460",1971.95916354927,1.79123594761438,0.675293529934164,2.65252940863954,0.0079891168007736,0.0414530267182858,NA,NA
"ENSCAFG00000038120",22.8718077051046,-1.26454936541444,0.476737703424508,-2.65250546858558,0.00798968336616238,0.0414530267182858,NA,NA
"ENSCAFG00000048387",100.455848259878,-0.887766984028659,0.334769529947718,-2.65187510992205,0.00800461438793301,0.0415186649440752,NA,NA
