gene,pt1,pt2,pt3,pt4,pt5,pt6,pt7,SYMBOL,GENENAME
ENSCAFG00000006797,0.4500586,0.767595691,0.361419322,0.6146386,0.427755874,0.394762332,0.0447858,NA,NA
ENSCAFG00000006798,-0.153100034,-2.501939916,-3.07429992,-2.628392103,-0.496877707,-2.34564405,-0.474618005,RASL11A,RAS like family 11 member A
ENSCAFG00000006805,-0.802367006,-1.595112119,-1.372011399,-0.910890031,-0.488943747,-1.354429104,-0.670339619,NA,NA
ENSCAFG00000006829,1.852294435,0.293430235,-0.083717815,0.250455486,0.529919684,0.997899765,0.979939118,TMEM74B,transmembrane protein 74B
ENSCAFG00000006841,-2.457899826,-1.019103687,-1.997620337,-1.699498462,-0.386497069,-2.474148443,-1.669480843,WASF3,WASP family member 3
ENSCAFG00000006861,-1.19871645,-2.733161678,-1.787604694,-3.736531784,-0.352720926,-3.892977112,-0.094106175,ANGPT4,angiopoietin 4
ENSCAFG00000006872,0.625611014,0.360779841,0.26856734,0.170943853,0.027102683,0.479349873,0.334369787,NA,NA
ENSCAFG00000006875,-1.928218519,-0.790830386,-1.343807135,0.434128736,-0.485773179,-2.472223068,-2.065761814,DDX4,DEAD-box helicase 4
ENSCAFG00000006881,1.103828826,-1.38662504,-1.045416157,-1.483551119,-1.162298211,-0.460722528,-1.270527124,SLC1A2,solute carrier family 1 member 2
ENSCAFG00000006897,-1.506538133,-0.854484876,-0.605659462,-1.219359587,-1.65484507,-0.25343791,-1.138860122,IL6ST,interleukin 6 cytokine family signal transducer
ENSCAFG00000006909,-0.59214253,1.310599973,-1.278803137,-0.73879909,-0.846711683,-0.784444013,-0.704085966,LMO1,LIM domain only 1
ENSCAFG00000006915,-0.246698058,-0.847213064,-1.21519316,-0.575790914,0.385014201,-1.203569979,-1.338822275,MTMR7,myotubularin related protein 7
ENSCAFG00000006953,-1.227869466,-1.1792182,-0.852260581,-1.210630721,0.31832977,-2.136812138,-0.961253174,PDGFRL,platelet derived growth factor receptor like
ENSCAFG00000006959,-2.971975438,-1.154561125,-2.144462296,-1.764172462,-2.834541223,-0.799694842,-1.5177693,PROM2,prominin 2
ENSCAFG00000006963,1.11147983,1.063179082,1.05975127,1.5351471,0.266127158,2.037371523,0.90482967,AAAS,aladin WD repeat nucleoporin
ENSCAFG00000006965,1.174849173,1.524690423,0.83357872,0.386592132,-0.301666655,1.852441035,0.292391175,TRIB3,tribbles pseudokinase 3
ENSCAFG00000006986,-0.905861228,-1.042770566,-0.587070195,-0.43524069,-0.486654443,-0.98615429,-1.096131794,GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
ENSCAFG00000006993,-1.158530414,-2.871852913,-2.357506244,-1.348364604,-0.233699285,-2.038118807,-0.52951334,RFLNA,refilin A
ENSCAFG00000007026,-1.111498561,-1.364369453,-2.38265934,-4.031530363,0.061947971,-4.332887882,-2.439414454,NA,NA
ENSCAFG00000007030,0.853084407,1.956193178,2.110268658,1.766476211,0.695817154,3.103515408,1.87439153,ESPL1,"extra spindle pole bodies like 1, separase"
ENSCAFG00000007034,0.723533203,2.059858033,1.597327651,0.816103946,0.307462009,0.978515797,1.078948518,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
ENSCAFG00000007047,0.128611751,-4.182683081,1.465308403,-2.131521835,-2.988950546,-3.920705115,-2.514560028,MAL,"mal, T cell differentiation protein"
ENSCAFG00000007060,0.586713635,0.761567608,-0.091128551,0.636520457,0.795969238,1.208265266,0.460148029,SDR16C5,short chain dehydrogenase/reductase family 16C member 5
ENSCAFG00000007062,1.320965168,2.43846022,2.635640766,1.865141117,1.035617271,3.358829431,1.82795622,BUB1,BUB1 mitotic checkpoint serine/threonine kinase
ENSCAFG00000007068,0.924098085,1.508274176,0.097541373,0.574796525,1.721399498,-0.256013928,0.516167518,RASGEF1A,RasGEF domain family member 1A
ENSCAFG00000007075,1.818661527,2.403734736,2.545635245,1.831055781,1.006230538,3.522030639,2.348670408,TPX2,TPX2 microtubule nucleation factor
ENSCAFG00000007095,0.083972417,-2.20202179,-1.733651508,-1.836492583,-0.296074634,-1.603106889,-0.223854942,FXYD1,FXYD domain containing ion transport regulator 1
ENSCAFG00000007100,0.936188678,0.608361504,1.325463766,0.322471406,0.183175507,1.110898535,1.481959476,PDE4D,phosphodiesterase 4D
ENSCAFG00000007105,-1.08236887,-1.856365927,-1.518572827,0.124098993,-0.095203468,-2.077993958,-1.135088472,TNS2,tensin 2
ENSCAFG00000007115,-2.081938802,-1.641531523,-0.856875405,-1.23390931,-2.4554556,-1.767228559,-2.078034477,SPATA13,spermatogenesis associated 13
ENSCAFG00000007126,-0.073368284,-1.864765434,-1.783670178,-0.975265428,0.122430444,-1.480357302,-1.504259127,HPN,hepsin
ENSCAFG00000007161,-1.582567737,-2.766787719,-0.476614361,-0.281467031,-0.244464059,-0.042380606,-1.79057711,SGCG,sarcoglycan gamma
ENSCAFG00000007163,1.127897604,0.580105976,0.623413928,0.061870108,0.390260052,2.085871695,0.684583269,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2
ENSCAFG00000007173,na,0.060279313,1.572135837,1.66173937,1.624287101,2.680614715,1.865346797,NA,NA
ENSCAFG00000007175,-0.429827086,-0.103119334,-1.193926058,-0.995393282,-0.976525772,-0.939455306,-0.356144721,ZNF772,zinc finger protein 772
ENSCAFG00000007184,-0.008904212,1.173449857,0.967085919,1.009881182,-0.083846897,1.705164475,1.350817038,SKA3,spindle and kinetochore associated complex subunit 3
ENSCAFG00000007194,-0.451216918,-0.601269754,-0.305534768,-0.153542636,-0.697865478,-0.825891686,-0.257725648,FHIT,fragile histidine triad diadenosine triphosphatase
ENSCAFG00000007225,-0.618826062,-2.093769085,-0.82361546,-1.222395454,-1.12383153,-1.960796497,-2.113430228,FAM107A,family with sequence similarity 107 member A
ENSCAFG00000007242,0.60106572,1.914715716,1.970469766,1.454615876,0.78529836,2.614808183,1.799165617,CKAP2L,cytoskeleton associated protein 2 like
ENSCAFG00000007276,-0.891740842,-1.287430564,-1.139776579,-1.335056897,-1.275958784,-1.246886198,-0.316246393,NA,NA
ENSCAFG00000007280,-1.274923136,-0.572801262,-0.957062312,-0.906933426,0.620961065,0.521189256,-0.961162508,RNF180,ring finger protein 180
ENSCAFG00000007291,-0.886890595,0.950055811,0.847863667,0.801995303,0.666599804,1.259805423,1.788299761,PARPBP,PARP1 binding protein
ENSCAFG00000007297,0.06312606,0.689344826,0.852241526,0.378829834,0.756678509,0.45202985,0.871560339,PMCH,pro-melanin concentrating hormone
ENSCAFG00000007326,-1.789336785,-1.362782524,-0.102326866,-0.721920276,-0.884147959,-1.224268793,-1.415902169,ADHFE1,alcohol dehydrogenase iron containing 1
ENSCAFG00000007348,-1.347086608,-0.546057947,0.713327588,-0.874162923,-0.753079159,-2.523785443,-2.018184017,F11,coagulation factor XI
ENSCAFG00000007371,-0.510542402,-0.779790268,-0.333352818,-0.18441137,0.060972164,-0.442036471,-0.662232271,MCMDC2,minichromosome maintenance domain containing 2
ENSCAFG00000007392,0.204512043,1.30930415,1.541509482,0.770402943,0.51291377,1.726375492,1.002910621,CENPK,centromere protein K
ENSCAFG00000007401,-1.737219848,-0.810476795,-1.200813077,0.85585734,-0.602274638,-0.734661632,-0.748953491,NA,NA
ENSCAFG00000007406,-1.134380397,-1.071318851,-0.047005853,-0.852943894,-0.871683317,-1.508043506,-1.286160581,FAM149A,family with sequence similarity 149 member A
ENSCAFG00000007427,0.891652889,1.316318091,1.456433757,1.154858271,0.772224942,0.207771786,1.354076364,HSP90B1,heat shock protein 90 beta family member 1
ENSCAFG00000007429,0.75188593,1.10198116,1.502551916,1.462480732,0.621597528,2.11966954,1.992239937,E2F1,E2F transcription factor 1
ENSCAFG00000007440,-1.078136199,-1.607211419,-1.077535686,-2.360294955,-0.474135293,-0.616935822,-0.879053915,WDR88,WD repeat domain 88
ENSCAFG00000007465,-3.282297767,-1.906816121,-1.601469164,-2.085361439,-2.003418222,-2.006763323,-1.995610462,RHPN2,rhophilin Rho GTPase binding protein 2
ENSCAFG00000007475,1.353459111,-1.336963457,-1.596746021,-1.587615765,-0.399604892,-1.440621668,-0.825809379,SORBS2,sorbin and SH3 domain containing 2
ENSCAFG00000007497,-0.008429484,2.581699757,2.5216218,2.32642242,0.974335704,4.001820214,2.462535965,KIF11,kinesin family member 11
ENSCAFG00000007539,-0.104435131,-1.40526547,-2.032667943,-1.660159401,-1.305693967,-3.122118515,-0.153803924,ADM,adrenomedullin
ENSCAFG00000007550,-0.636463902,-1.565548487,-0.986945446,-0.189382693,-0.345361748,-0.780942402,-1.110323129,NA,NA
ENSCAFG00000007551,-1.952999126,-0.083925518,-1.160225354,0.583609854,-0.402628955,-1.808874376,-0.76928713,ESYT3,extended synaptotagmin 3
ENSCAFG00000007557,0.025676168,3.263907766,-1.459504147,-0.915652823,na,-0.779182917,-1.984712211,HHIP,hedgehog interacting protein
ENSCAFG00000007568,-1.100825957,0.096895101,-0.442718838,0.641776873,-0.984105355,-0.872258884,-0.500782032,CPA6,carboxypeptidase A6
ENSCAFG00000007574,-2.165944479,1.579114703,-2.229539641,-0.977719539,-0.2466632,-0.046830898,-1.377097022,CYP26A1,cytochrome P450 family 26 subfamily A member 1
ENSCAFG00000007614,0.24438754,1.395302091,0.799923571,0.830029858,0.699245934,2.025926914,1.097023645,CCNE1,cyclin E1
ENSCAFG00000007622,-3.149127477,3.144043947,-3.038064792,na,na,0.078432171,-3.171808415,NA,NA
ENSCAFG00000007624,-1.848146199,-0.444316179,-1.804504118,-1.005316657,-2.694081928,-2.472223068,-1.167177344,NMNAT3,nicotinamide nucleotide adenylyltransferase 3
ENSCAFG00000007635,-1.487547615,-0.682077965,-1.629264692,-0.550566604,-3.368051256,-2.546786457,-2.846532523,CLSTN2,calsyntenin 2
ENSCAFG00000007676,-0.867188383,-0.061008904,-0.880021896,-0.384518048,-0.590047543,-0.43002127,-0.895337823,ABCB9,ATP binding cassette subfamily B member 9
ENSCAFG00000007683,-1.113810351,-1.417951902,-2.441222089,-1.045984104,-0.821777127,-0.587899311,-1.380704112,AADAT,aminoadipate aminotransferase
ENSCAFG00000007705,1.062528558,2.164083928,2.642414164,1.485573056,1.136384645,3.316379497,1.953049446,CCNB1,cyclin B1
ENSCAFG00000007717,0.249211189,1.437770265,1.658407711,0.549311292,0.599793801,2.460956407,1.419740181,CENPH,centromere protein H
ENSCAFG00000007728,1.051554094,1.099546177,0.737267424,0.215856812,1.262053563,0.981740701,0.161828421,SLC4A8,solute carrier family 4 member 8
ENSCAFG00000007735,0.800397377,1.578798499,0.901134849,1.065914572,0.555666162,1.470904431,1.887956841,CENPU,centromere protein U
ENSCAFG00000007751,-1.646597678,-0.650736554,-1.025155072,-0.657604929,-0.594645937,-1.545853288,-1.174709483,DENND6A,DENN domain containing 6A
ENSCAFG00000007770,0.286243909,0.866447652,0.876023284,1.069151465,0.275957706,0.865389265,0.074264255,LNPEP,leucyl and cystinyl aminopeptidase
ENSCAFG00000007793,0.750610333,-0.796194559,-1.502642125,-2.515777284,-1.663051431,-4.197004924,-1.306363391,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6
ENSCAFG00000007805,-1.57995553,-1.000696951,-1.298358453,0.865787023,-1.014886992,-2.617898822,-1.320828246,OCLN,occludin
ENSCAFG00000007807,0.202185135,-0.982965459,-0.971129192,-0.98865116,-0.955047265,-1.678285015,-0.518125671,STOX2,storkhead box 2
ENSCAFG00000007813,-1.187483789,-1.595131798,-0.606852496,-0.399597123,-1.479874345,-1.859753542,-2.078021847,NR3C2,nuclear receptor subfamily 3 group C member 2
ENSCAFG00000007826,0.888449691,-0.820432851,-0.26081463,-1.038550075,-0.370892645,-0.561823128,-0.285225609,HCAR1,hydroxycarboxylic acid receptor 1
ENSCAFG00000007837,1.126668775,1.841245915,2.131218057,1.234950107,-0.370109748,3.026311178,1.616088177,KNTC1,kinetochore associated 1
ENSCAFG00000007862,0.066403043,-1.147471246,-1.563231849,-0.922093617,-0.009366326,-2.099815718,-1.018047218,SLC43A1,solute carrier family 43 member 1
ENSCAFG00000007876,-1.917459901,-1.188137301,-0.100369532,0.085752253,-2.616110102,-0.876928413,-0.616787692,TRABD2A,TraB domain containing 2A
ENSCAFG00000007881,-0.119039882,1.767431381,2.359629386,1.303457093,0.868001097,2.484831274,1.358562966,CEP55,centrosomal protein 55
ENSCAFG00000007888,-1.232619974,-0.72389369,-0.586841465,-1.549931685,-0.325602446,1.506271106,-0.569061561,FFAR4,free fatty acid receptor 4
ENSCAFG00000007890,-1.760573289,-0.551963457,-0.700643819,-0.965909098,-0.546038975,-1.119220106,-0.645424586,CDKN2AIP,CDKN2A interacting protein
ENSCAFG00000007913,-0.537803976,-0.315596079,-0.336313727,-0.112892345,-0.297184563,-0.488436038,-0.374482142,RFESD,Rieske Fe-S domain containing
ENSCAFG00000007915,-1.423543677,-0.259745666,-2.277565297,-2.631369406,-0.558390361,-1.812779977,-1.542792434,PCOLCE2,procollagen C-endopeptidase enhancer 2
ENSCAFG00000007923,1.040826386,2.315721917,2.469757523,1.412814243,0.977406008,-0.025668649,0.266170817,MSC,musculin
ENSCAFG00000007949,-1.167410083,-1.446926074,-1.651885196,-1.343284018,-1.16196341,-1.37192251,-1.435543948,LGI1,leucine rich glioma inactivated 1
ENSCAFG00000007950,3.475692362,0.290589878,1.03138805,-0.132238561,0.278073904,1.977324029,2.779328256,MAP1B,microtubule associated protein 1B
ENSCAFG00000007953,-0.91135111,-1.102357875,-0.66072267,-0.69459946,-1.107488445,-0.795271388,-1.168946141,NEIL2,nei like DNA glycosylase 2
ENSCAFG00000007958,2.056373664,1.718948893,0.1571013,0.520678076,0.997589434,0.057293413,2.207992364,NA,NA
ENSCAFG00000007960,0.577325551,1.276758654,2.173337093,2.972742366,0.609788228,-0.148360392,0.978872142,MAB21L2,mab-21 like 2
ENSCAFG00000008082,0.372105049,-0.351930473,-1.634821501,-1.759865986,-0.561205066,-1.78124713,-0.944166695,NA,NA
ENSCAFG00000008090,1.358859047,1.703700964,1.82201837,1.676275654,1.168505805,2.474074216,1.895387729,HELLS,"helicase, lymphoid specific"
ENSCAFG00000008093,2.572566587,0.241930895,0.070290266,0.138697152,1.527299023,0.415403962,2.429904895,HPD,4-hydroxyphenylpyruvate dioxygenase
ENSCAFG00000008101,1.097172533,1.163557662,1.354449983,1.659622295,0.4030212,3.294178187,0.952432515,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
ENSCAFG00000008104,-0.290527293,-1.078635934,-1.482716772,-1.255696376,0.151544444,-1.425121822,-0.330483211,SOX7,SRY-box transcription factor 7
ENSCAFG00000008109,-0.02420448,-3.499498655,-3.120242776,-3.57967302,-3.271175892,-0.307371491,na,NA,NA
ENSCAFG00000008140,-0.265177366,-0.201485485,-0.300737281,-0.782696437,-1.134836837,-0.028858205,-1.260791691,ERC2,ELKS/RAB6-interacting/CAST family member 2
ENSCAFG00000008184,-0.463955655,-0.08617532,-0.452510477,-0.655043392,-0.199121381,-1.042485558,-1.393647305,TACR1,tachykinin receptor 1
ENSCAFG00000008193,0.540332223,0.473923561,na,0.222638098,0.123135727,0.998511349,1.622969047,PI15,peptidase inhibitor 15
ENSCAFG00000008199,1.331844824,0.048411685,0.86988304,1.209552332,-0.072976099,1.898748226,0.047291645,FMN1,formin 1
ENSCAFG00000008211,-1.062385447,0.716018689,-0.336883001,-2.199886354,0.538082216,-0.542230943,-0.929670894,CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3
ENSCAFG00000008236,0.019623662,2.388393353,1.69422949,1.587028989,0.813120361,3.138600677,1.84636377,LOC487476,rho GTPase-activating protein 11A
ENSCAFG00000008253,2.10436175,0.087560442,-0.2812094,3.660801325,3.715355641,3.018867949,0.487106039,ACTA1,"actin alpha 1, skeletal muscle"
ENSCAFG00000008270,1.095591877,-0.664314081,-1.313407801,-1.907971499,-0.472816963,-2.031153655,-1.751221173,SORBS1,sorbin and SH3 domain containing 1
ENSCAFG00000008274,0.208228498,-0.512005156,-0.776813311,-1.431486887,-0.499628854,-1.64137195,-1.429346381,ARHGEF28,Rho guanine nucleotide exchange factor 28
ENSCAFG00000008287,0.140970729,1.140154125,0.336619467,0.434944879,0.503727189,0.879153681,0.911247606,LOC612475,cyclin-dependent kinase 4-like
ENSCAFG00000008288,-3.043982528,-1.839976479,-2.258710561,-4.006985145,-2.032241965,-2.202736952,-3.441952738,GPD1,glycerol-3-phosphate dehydrogenase 1
ENSCAFG00000008300,-0.042884014,-1.298591192,-1.153723905,-0.702473199,-0.683734487,-2.209803815,-0.594250103,ZNF395,zinc finger protein 395
ENSCAFG00000008324,-2.239075207,-4.448074743,-3.811245545,-3.494300481,-0.952585815,-5.9067599,-1.020719093,CP,ceruloplasmin
ENSCAFG00000008339,0.963033526,1.327664908,0.114237697,0.436070656,0.649807184,1.707799568,1.529654119,ALDH18A1,aldehyde dehydrogenase 18 family member A1
ENSCAFG00000008340,1.206845947,2.61115338,2.740154257,1.637913583,0.728302736,3.133990382,2.482435191,RACGAP1,Rac GTPase activating protein 1
ENSCAFG00000008341,1.764583511,2.125660342,2.421248562,0.308760678,2.775317328,2.260279537,2.21274644,SPON1,spondin 1
ENSCAFG00000008343,0.171266984,-1.405679099,-2.240590542,-1.331902291,-0.641164486,-2.740542537,0.137464275,NA,NA
ENSCAFG00000008353,2.727198108,3.702807568,2.636812974,0.855514421,8.631627087,1.628845079,3.880124534,SFRP2,secreted frizzled related protein 2
ENSCAFG00000008354,0.12344212,0.323087703,-2.977232017,-3.409190501,0.416172576,-2.779514264,-3.446932437,SCARA5,scavenger receptor class A member 5
ENSCAFG00000008369,0.27379976,1.841099055,1.467756528,1.678428744,1.020774254,2.72330057,1.711332718,PBK,PDZ binding kinase
ENSCAFG00000008373,-0.825920306,0.029661634,-0.641256574,-0.634376138,-0.129401983,-0.571165743,-0.913461192,IL7,interleukin 7
ENSCAFG00000008378,0.09365822,1.667264998,1.992885082,1.398497306,0.794159576,2.570116547,2.207114036,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2
ENSCAFG00000008380,0.833206234,1.948430023,1.098591018,0.653943656,-0.438251172,1.672707184,0.80989498,NA,NA
ENSCAFG00000008382,-0.636529459,-0.48918018,-1.446218175,-1.841192218,-0.428362837,-0.196731293,-1.293792154,FAIM2,Fas apoptotic inhibitory molecule 2
ENSCAFG00000008395,-1.343632634,-1.197261276,-1.052847499,-2.327523439,-1.050144413,-1.193113264,-1.420677029,SCARA3,scavenger receptor class A member 3
ENSCAFG00000008404,-0.491928924,-0.361050571,-3.850629731,-3.21351144,-1.000135807,-3.849042213,-3.50998504,CLU,clusterin
ENSCAFG00000008421,-0.631982848,-0.659819798,-0.434261568,1.112429602,-0.396624895,-0.40152812,-0.685808347,ASB5,ankyrin repeat and SOCS box containing 5
ENSCAFG00000008438,-1.763988851,-1.975381779,-1.157190499,-2.173394616,-1.428283415,-1.525157917,-2.073037867,EPHX2,epoxide hydrolase 2
ENSCAFG00000008450,-0.782333826,-0.288399378,-0.068628108,-0.412854361,-0.582130395,-1.054741631,-0.356585483,WDR17,WD repeat domain 17
ENSCAFG00000008471,0.995203475,0.918951467,1.30944504,1.573462322,0.836326623,0.16836419,-0.755080131,CCDC142,coiled-coil domain containing 142
ENSCAFG00000008476,-1.062385447,-0.58375955,-0.79371715,-1.363892763,-1.381202779,-0.598219201,-0.195302966,NPY2R,neuropeptide Y receptor Y2
ENSCAFG00000008478,1.267576298,1.137364512,0.867472494,1.28033243,0.969074569,1.33995651,1.47738534,MOGS,mannosyl-oligosaccharide glucosidase
ENSCAFG00000008485,0.669449707,1.070479166,0.047721393,0.804097488,1.177240041,1.212898419,0.296296438,MED12L,mediator complex subunit 12L
ENSCAFG00000008497,-2.174171213,-3.491524828,-2.44040994,-2.564355194,-1.791692833,-4.121435001,-1.69604494,GPM6A,glycoprotein M6A
ENSCAFG00000008509,0.66724351,1.019729717,1.220893695,0.758020781,0.145856896,0.636031278,0.085476335,CCDC113,coiled-coil domain containing 113
ENSCAFG00000008510,-2.201592527,-1.205977391,0.105561898,-0.103331039,-1.32466081,-1.626442959,-1.210702,CHMP4C,charged multivesicular body protein 4C
ENSCAFG00000008520,0.696306131,0.753652091,0.022070214,-0.040414813,1.319670395,0.465713148,0.649613318,GPR171,G protein-coupled receptor 171
ENSCAFG00000008531,0.48856901,1.23051068,0.445581595,0.385433217,0.362470954,0.592424728,0.524095908,NA,NA
ENSCAFG00000008537,0.22870209,1.978137463,0.214677462,1.54386769,1.598743281,5.655732553,0.365063249,IGSF10,immunoglobulin superfamily member 10
ENSCAFG00000008573,0.524835119,0.759181962,0.351785845,0.293316828,0.919068581,0.262965025,-0.17748877,SLA2,Src like adaptor 2
ENSCAFG00000008597,-0.637204699,-1.000508593,-1.517975215,-1.249314175,-1.046008252,-1.655762682,0.28410881,ANGPT2,angiopoietin 2
ENSCAFG00000008613,1.492767617,3.657827377,2.63166191,1.910771547,1.803321213,2.18588031,0.614559224,TROAP,trophinin associated protein
ENSCAFG00000008618,1.114407561,1.472995912,1.675032231,1.22251659,0.564807849,2.183606292,1.127201023,DSN1,DSN1 component of MIS12 kinetochore complex
ENSCAFG00000008621,-0.686654508,-0.690843656,-0.486645242,-0.674144338,-0.820968271,-0.561391257,-0.05627807,TLL2,tolloid like 2
ENSCAFG00000008626,-2.326166872,-1.961822115,-0.471805395,-0.681891278,-1.333274265,-0.715648182,-2.703604787,P2RY1,purinergic receptor P2Y1
ENSCAFG00000008634,-0.690189776,-0.97765097,-0.497562717,0.073603539,-0.424763629,-1.835404908,-1.532470987,CCDC158,coiled-coil domain containing 158
ENSCAFG00000008638,-1.464759767,-1.51009722,-0.211529224,-1.474940104,-0.767596814,0.956175263,-1.363548777,ARHGEF26,Rho guanine nucleotide exchange factor 26
ENSCAFG00000008655,-0.334679565,-0.634419634,-0.788304384,-1.495284872,-0.514359903,-1.584336663,-0.780272181,NA,NA
ENSCAFG00000008692,0.269093675,2.41788383,0.776240675,na,0.969743643,0.483500107,na,CXCL13,C-X-C motif chemokine ligand 13
ENSCAFG00000008707,-0.60168682,-1.071526443,-0.599206417,0.929613118,-1.085999798,-0.768892052,-1.303047456,CKMT2,"creatine kinase, mitochondrial 2"
ENSCAFG00000008716,1.41782486,1.319806247,0.633396344,0.691288006,0.150183103,2.394659023,1.454270686,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
ENSCAFG00000008725,-0.378956116,-2.183893935,-1.404759328,-0.832301786,-1.942067379,-1.824573453,0.021148301,ADRA1A,adrenoceptor alpha 1A
ENSCAFG00000008744,-0.830745304,-1.675934976,-0.995249089,-0.789862519,-0.39974985,-3.922876227,-1.090468206,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2
ENSCAFG00000008746,0.000153804,1.100240644,0.451740529,0.367950356,0.65714409,0.770914133,0.125353939,PLCH1,phospholipase C eta 1
ENSCAFG00000008749,-1.998427715,-1.17131489,-1.94706183,1.812486378,-0.88553536,-4.628893608,-1.735258668,ATP6V0D2,ATPase H+ transporting V0 subunit d2
ENSCAFG00000008767,-0.726764217,-1.19531211,-0.572631276,-0.74174442,-0.019643944,-0.20724028,-2.291999714,WNT10B,Wnt family member 10B
ENSCAFG00000008782,-1.352721995,-2.425951371,-1.895966549,-1.643835334,-1.219414287,-1.6170687,-0.918613681,PLLP,plasmolipin
ENSCAFG00000008786,-1.117339673,-1.506502563,-0.142240784,-2.121361,-0.647468265,-1.206791878,-0.466912474,NNAT,neuronatin
ENSCAFG00000008791,-1.054056849,-3.310339162,-2.032083073,-3.564842972,-0.798019411,-1.678756309,-2.024117461,NPY1R,neuropeptide Y receptor Y1
ENSCAFG00000008811,-2.155630238,-1.305103163,-0.550362224,-2.486465289,-0.390472271,-2.296329077,-1.139934917,RND1,Rho family GTPase 1
ENSCAFG00000008837,-1.187442926,-0.43384284,-0.73157721,-1.059417868,-0.738903786,-1.923338517,-0.901967827,ANXA3,annexin A3
ENSCAFG00000008867,0.816355904,-2.746945333,-2.272957945,-1.717171528,0.25115097,-1.864783356,-2.868052376,ITIH1,inter-alpha-trypsin inhibitor heavy chain 1
ENSCAFG00000008877,0.672879771,2.323110563,2.222600353,1.958479935,0.701851982,3.289744831,1.695279887,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
ENSCAFG00000008878,0.72746837,1.572650435,1.800909199,1.123977264,0.742706549,2.944474509,1.418072432,MIS18A,MIS18 kinetochore protein A
ENSCAFG00000008881,-1.901148776,-0.971336642,-0.244970913,0.76496558,-0.430488349,-0.941755438,-1.265352234,PRDM8,PR/SET domain 8
ENSCAFG00000008889,-0.913882937,-1.762975784,-2.427566203,-0.964479054,-2.252731942,-3.730713939,-1.857607828,BMP3,bone morphogenetic protein 3
ENSCAFG00000008893,-0.468149336,-1.350984188,2.966034037,-0.207772348,-2.083943644,-1.132153722,-1.062523867,VEPH1,ventricular zone expressed PH domain containing 1
ENSCAFG00000008896,-1.005531033,-1.769036281,-3.293657507,-3.97388147,-2.195040808,-2.057449068,-2.695575234,KIAA1755,KIAA1755
ENSCAFG00000008902,-4.313634688,-4.468504812,-1.549676676,-1.27240361,-1.398881478,-2.208256257,-3.049651717,PTX3,pentraxin 3
ENSCAFG00000008929,0.984702061,1.954438942,3.623173969,0.682130679,0.884797059,0.308308696,0.007780523,OAS3,2'-5'-oligoadenylate synthetase 3
ENSCAFG00000008936,-2.160474587,-1.233323628,-1.010736617,na,-2.471589686,-1.239675458,-0.048867658,SPOCK3,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
ENSCAFG00000008948,-1.312462027,-0.67230218,-0.816141233,-1.207197316,-0.817271259,-0.968431607,-0.729205351,LYZF2,"lysozyme C, milk isozyme-like"
ENSCAFG00000008962,0.650824124,1.322810247,1.312690453,1.711281828,0.810968177,2.033124511,1.309666118,CDCA2,cell division cycle associated 2
ENSCAFG00000008972,-1.943765864,-2.150516662,-0.946005017,1.423652297,-0.636526961,-1.011342423,-1.891365046,PAK6,p21 (RAC1) activated kinase 6
ENSCAFG00000008977,-1.457062917,-2.275705671,-1.357633584,-2.14663474,-2.113127383,-0.775853336,-3.888193082,LRP4,LDL receptor related protein 4
ENSCAFG00000008979,-1.460000252,-1.885846801,-1.432341844,-2.866380419,-1.387070105,-3.298482015,-0.729802456,TMEM150C,transmembrane protein 150C
ENSCAFG00000008986,0.925415258,1.224737846,1.041026083,0.467037594,0.815794156,0.848872728,0.485177833,RASAL1,RAS protein activator like 1
ENSCAFG00000008999,-1.006303337,-1.681718019,-2.288057157,-1.797395211,-1.21962922,-0.724716741,-0.521989196,PROS1,protein S
ENSCAFG00000009003,-0.337028066,3.408902274,5.346290723,0.782785894,0.441816329,1.283992461,1.132488156,DDX60,DExD/H-box helicase 60
ENSCAFG00000009005,-0.879877354,-1.951787509,-1.422593249,0.341696615,-0.952117304,-0.552222208,-1.732245884,CYP26B1,cytochrome P450 family 26 subfamily B member 1
ENSCAFG00000009009,-0.722037023,-0.249840021,-0.519009649,-0.378215918,-0.613126256,-1.017396659,-1.126589903,DECR1,"2,4-dienoyl-CoA reductase 1"
ENSCAFG00000009017,-0.355785956,-0.460008714,-1.085852818,-1.397043593,-0.135806171,-1.948345742,-1.340193033,PPP1R16B,protein phosphatase 1 regulatory subunit 16B
ENSCAFG00000009027,0.596310998,1.63567733,1.336911797,0.990388185,0.619629272,2.257297694,1.282281011,FAM83D,family with sequence similarity 83 member D
